Id,SalePrice
1461,121772.23380814028
1462,158056.61638632204
1463,161560.51270606896
1464,177960.4414429344
1465,201658.11726450655
1466,178524.43862997805
1467,157914.60967030874
1468,163141.2899872383
1469,179827.75387427455
1470,123643.55192343208
1471,215627.1408949504
1472,106212.30729381678
1473,112561.93923235359
1474,166580.96186795775
1475,146412.30275159804
1476,369202.98014348757
1477,255955.63400273075
1478,313315.14363173663
1479,279534.781711539
1480,500511.89328364417
1481,288029.8959765652
1482,211634.94820180142
1483,161056.1659315056
1484,184532.59709066455
1485,182732.0828616588
1486,200740.53881581043
1487,292589.19094332226
1488,241139.47566462005
1489,195070.15813305858
1490,237480.91345941962
1491,194224.92232444297
1492,89023.53564142852
1493,167412.26889968544
1494,298743.6022326984
1495,297249.2886095203
1496,252073.34193141956
1497,185187.2982512147
1498,161856.58320407124
1499,163202.8835455336
1500,149504.45831702897
1501,160947.44079410186
1502,160549.25022661232
1503,301049.0821432302
1504,232390.8987786297
1505,213524.4926718432
1506,180183.71225345755
1507,239636.9171087754
1508,197300.71187121773
1509,152404.35502378346
1510,149559.50724866256
1511,145783.5949368681
1512,173735.93783187552
1513,142218.10714185008
1514,160583.57194849223
1515,170721.68469665493
1516,155425.59400499242
1517,153401.19586992456
1518,133146.77805286075
1519,234020.7728746083
1520,136745.23376508255
1521,138240.98922960868
1522,164235.83157953597
1523,101147.89901248257
1524,117622.78326592327
1525,123104.35912012786
1526,121772.23380814028
1527,95327.49867557379
1528,126713.2565359214
1529,143619.1909670237
1530,167409.44543165396
1531,123072.21860931306
1532,119131.0283116908
1533,151025.14246477754
1534,123612.84404368553
1535,155567.3401259486
1536,118878.38425399188
1537,93791.08272097238
1538,201301.32500337073
1539,224954.04380977244
1540,124622.90880242821
1541,135550.4777452337
1542,131804.69783826408
1543,198454.71239948404
1544,91633.98156100683
1545,117148.15384076223
1546,142690.26939068097
1547,150846.60331928724
1548,134274.50363326265
1549,109582.73717219793
1550,150023.26336462077
1551,137771.89891446824
1552,156013.76395562748
1553,139837.88185203346
1554,109223.45949081224
1555,175329.93468902653
1556,89826.69960196379
1557,117080.71985347061
1558,98008.36137699567
1559,97280.68803864004
1560,132970.6376392526
1561,136086.89823878475
1562,121711.05711182664
1563,121238.45218557253
1564,169161.9050867088
1565,157078.51894445572
1566,230336.00417109864
1567,79043.48430421353
1568,221213.03313023486
1569,131060.84375966911
1570,132288.64731159672
1571,120290.50956821504
1572,134591.06885240943
1573,240879.52100977147
1574,133657.03949169547
1575,246209.7783309336
1576,209500.81072909184
1577,196300.00500589845
1578,136590.00636064156
1579,131447.35877929645
1580,202958.88381299164
1581,127991.40313648846
1582,128183.8114813613
1583,325643.2979850031
1584,245956.43004525226
1585,141073.49403055134
1586,71134.72418343197
1587,99541.90046264867
1588,143655.48453283787
1589,95148.14907297582
1590,138573.2496903784
1591,88703.4766533995
1592,119848.20632644201
1593,137345.6078959902
1594,148192.6265377181
1595,136276.26017416615
1596,250147.70448615158
1597,163498.73773236413
1598,172010.64759827688
1599,211574.58973890104
1600,210487.86169728692
1601,91783.26044167485
1602,117078.60656438007
1603,86731.37604304282
1604,295126.5136369793
1605,269902.0683600545
1606,173316.01118355684
1607,163046.50640111283
1608,218195.44701513066
1609,192583.1052690824
1610,131587.8645049718
1611,142300.7174538604
1612,171209.40088161486
1613,158160.88553282016
1614,138899.0798069536
1615,82757.36974067632
1616,79106.24486622382
1617,97962.98462842549
1618,120490.77098391292
1619,128177.78494983615
1620,165878.49297761614
1621,124392.78088989641
1622,138629.5155507378
1623,303815.8167938665
1624,198886.39050266595
1625,126476.94015002997
1626,180073.9360451519
1627,171473.79860898168
1628,294967.3234847014
1629,176521.99418625157
1630,376806.18622217875
1631,210362.4340586072
1632,224760.3907177893
1633,170749.64800533451
1634,177545.09213569472
1635,190616.8321572967
1636,166985.31407066516
1637,190906.31587449188
1638,199797.55126615314
1639,183450.00891233698
1640,266093.7523440235
1641,167840.07604763255
1642,216829.12444914022
1643,230484.15089667976
1644,226284.7153011738
1645,188434.02854547813
1646,163775.465699423
1647,177178.10439361967
1648,132633.67825219297
1649,137214.3836856259
1650,123381.53366557446
1651,115105.91917136854
1652,110254.21332105836
1653,104707.14231723144
1654,173830.37525072542
1655,175030.60987633193
1656,158308.8530767374
1657,173830.37525072542
1658,160456.13251837762
1659,154225.37630617816
1660,146659.64498006558
1661,464939.6646156874
1662,367877.41813753976
1663,384970.8116433089
1664,373902.61795569217
1665,325993.0620926622
1666,339441.21114916785
1667,381917.2401635434
1668,335569.9432926732
1669,316006.5298282124
1670,343365.8208216618
1671,250335.1368951739
1672,481333.01225630514
1673,339932.6658781609
1674,248694.45440586994
1675,189911.53638779712
1676,188518.7865942521
1677,211406.82458723278
1678,458917.01706757303
1679,395381.5400383574
1680,331826.2834008625
1681,283765.2922402935
1682,303403.5677611992
1683,192916.38984589954
1684,178264.41754915888
1685,169932.6934862901
1686,180260.37658590096
1687,170659.81294728816
1688,189261.7245905266
1689,184780.7482308444
1690,190875.74763432835
1691,188068.1734618703
1692,271953.9734083607
1693,174081.598157151
1694,180400.17319239752
1695,164726.82692475998
1696,265627.34818100685
1697,161300.00865493645
1698,360560.271813873
1699,303296.07062308124
1700,237818.87656031805
1701,253475.37634040663
1702,262696.86052680115
1703,257526.62903531466
1704,309056.1793156526
1705,243586.42167034006
1706,499249.3611794057
1707,217752.29229850802
1708,208688.94028125462
1709,296228.4532848573
1710,214731.28839000597
1711,264419.52765522036
1712,251935.37627073194
1713,278172.84486160165
1714,203051.3641015061
1715,198135.34254483625
1716,178036.41217913205
1717,174075.86427958275
1718,128347.88989494639
1719,202747.60561574914
1720,247944.16722867842
1721,172551.64930086536
1722,128098.48628596873
1723,161520.177147179
1724,224540.83150411866
1725,246303.7349850843
1726,176077.1262207712
1727,163206.08798662436
1728,183389.49683525425
1729,154740.95768787272
1730,166387.3218238571
1731,116128.2517513578
1732,133543.71986296933
1733,121822.89629590049
1734,130021.09391702259
1735,134649.4010450371
1736,114836.87200637851
1737,346442.8098480013
1738,212670.47146098805
1739,316808.45983395283
1740,214964.8099920806
1741,188334.17797943513
1742,159213.78370277007
1743,178817.88907749645
1744,309417.38615810237
1745,198742.33190625114
1746,199345.7443086892
1747,206180.4386469562
1748,212297.6650562752
1749,161450.29201119245
1750,139137.13426882323
1751,214748.65539726653
1752,121822.89629590049
1753,148824.180685983
1754,219400.3398773692
1755,163677.35578719724
1756,133665.47316763416
1757,119500.01638367289
1758,141864.80097822341
1759,163718.54107301324
1760,164012.40585165157
1761,165830.0065317159
1762,199449.2089877813
1763,166014.51093795578
1764,113108.74000523235
1765,181339.78340934805
1766,190630.69262931857
1767,223445.74559059035
1768,142240.87349628692
1769,179508.4647256819
1770,156429.2135566391
1771,140341.51580185076
1772,141687.21385585837
1773,141409.66308533246
1774,138487.40972003498
1775,140047.97492359823
1776,112958.03680059037
1777,121197.00381538102
1778,142398.99453227516
1779,106147.4687192092
1780,164197.57481369856
1781,136798.3048379657
1782,94294.59742513741
1783,138263.34537166054
1784,96628.6367280923
1785,135333.66141150764
1786,164717.80689629412
1787,171549.1548255266
1788,63204.98847389801
1789,107676.55344709067
1790,82895.23337666882
1791,182466.30456086263
1792,144888.33266359812
1793,151000.5215134402
1794,146488.18199367865
1795,135517.85902581437
1796,124594.7750823262
1797,123564.82426567475
1798,117209.97994950553
1799,120259.83199725371
1800,115326.90429713998
1801,115151.04372508147
1802,129150.29906859423
1803,149334.37308703637
1804,143360.3207927834
1805,146887.21867944786
1806,120015.83938035084
1807,143260.88752791766
1808,113667.66009317445
1809,113985.2336724332
1810,154135.29582052445
1811,75233.53071240814
1812,94505.47914760356
1813,121861.9566206665
1814,101801.92078566398
1815,67763.25083400535
1816,98697.79204580534
1817,131957.02757665608
1818,187625.1613860728
1819,133045.70309515245
1820,94202.59504959262
1821,111818.53590555796
1822,141197.02186670317
1823,57512.09243975486
1824,134158.93591606262
1825,135917.08619188194
1826,100098.05156886514
1827,106102.83527005791
1828,137270.41274968054
1829,126832.97652920336
1830,153325.75201459802
1831,151132.86505209273
1832,133818.28515582505
1833,159617.79838163662
1834,119323.63079721532
1835,162395.78856222593
1836,123823.20206871655
1837,111168.18112560631
1838,113760.2957436715
1839,85139.80239814626
1840,151110.49168426482
1841,139322.05044322822
1842,94887.90568458337
1843,147149.0298377521
1844,139376.91447016824
1845,133451.8682222336
1846,156106.97805278545
1847,124204.15346967279
1848,57957.21658760907
1849,100725.5307118146
1850,124463.30488322394
1851,151197.78309780595
1852,130178.01318915527
1853,151109.76636041392
1854,175210.19190386918
1855,142584.90338855854
1856,222258.76938822106
1857,136430.13418602847
1858,137097.27072351341
1859,112128.99868118834
1860,165491.3676946549
1861,112128.99868118834
1862,267376.47062599804
1863,267376.47062599804
1864,267376.47062599804
1865,327102.611903373
1866,341005.0692603405
1867,258848.5178290116
1868,332146.0783624687
1869,202419.67638276124
1870,259645.85597945718
1871,264474.32608469715
1872,169932.6934862901
1873,253421.4157755116
1874,127165.48636980081
1875,201252.13330552657
1876,192423.07369876705
1877,224385.85040696486
1878,203260.44785424302
1879,125185.22476036157
1880,129515.93679334887
1881,245151.74141998836
1882,244502.44298581817
1883,191026.92560838806
1884,194612.14127632917
1885,264687.5854135689
1886,311830.3110648962
1887,230482.32371959268
1888,298737.05646901525
1889,178584.98102556093
1890,131850.6089833893
1891,123186.3877170132
1892,113302.75696173131
1893,136127.94818204065
1894,136315.3037254649
1895,148609.37521265424
1896,137553.09543465954
1897,146159.93014998757
1898,125692.45857473784
1899,137065.91034577563
1900,139722.22556069124
1901,168527.33052387924
1902,137386.54653750616
1903,230744.1285735271
1904,133244.71216958683
1905,173748.90827563044
1906,138720.73988664267
1907,172251.4174809973
1908,125998.07855186355
1909,145713.377583949
1910,133320.62871056914
1911,181556.72274198162
1912,246063.379367083
1913,162190.49466678387
1914,68174.57086741383
1915,333508.70237837755
1916,60283.866653704834
1917,279904.5733936565
1918,136943.11836844828
1919,155342.5169561951
1920,148655.9861874378
1921,486356.29750467715
1922,343768.94068704464
1923,186893.01523092508
1924,222618.50757915375
1925,214071.67289833585
1926,396753.94392632577
1927,133611.77341227655
1928,159502.502056612
1929,122893.75001177508
1930,107284.31509693257
1931,140905.0570468616
1932,124827.78134593822
1933,175738.96508892378
1934,170367.5812147296
1935,186872.99245935984
1936,166141.38105167155
1937,166706.8883077147
1938,166838.19419762216
1939,250446.07508651388
1940,193993.77461875975
1941,163785.3189879039
1942,184245.22789331383
1943,217727.09901411858
1944,344911.024618336
1945,381681.0851886362
1946,173938.48235212764
1947,311479.79375922936
1948,169348.9233934956
1949,238626.6314084995
1950,181922.41706938107
1951,266846.7692993369
1952,222501.10386692497
1953,179502.1761494657
1954,175099.8993842966
1955,125393.1742503369
1956,310945.1107995159
1957,163231.01970088526
1958,305971.500412149
1959,140755.79271425746
1960,109521.37408878932
1961,119248.25544293561
1962,115383.81048023493
1963,115383.81048023493
1964,126271.45836763474
1965,151937.7230046814
1966,172813.97762800622
1967,287912.1448946053
1968,438633.236702781
1969,398476.6142461651
1970,427618.9116266424
1971,394699.68304235936
1972,366851.72760793363
1973,292054.8732735092
1974,310329.48154685635
1975,396755.3243736113
1976,273801.51830260764
1977,350308.5257613902
1978,336163.3162131235
1979,335635.07879412745
1980,189888.02179970892
1981,343305.3892377034
1982,233297.31691484572
1983,210627.14265262778
1984,178341.96038761447
1985,222853.14031154
1986,221838.20936327847
1987,179825.7113334436
1988,175141.88886716057
1989,200740.53881581043
1990,238292.9210565851
1991,211406.82458723278
1992,207557.94898634852
1993,174849.6054244554
1994,255955.63478978327
1995,187124.65449643385
1996,253298.01290475542
1997,324037.92457951774
1998,332701.43603279267
1999,263333.0052684906
2000,300223.1843526358
2001,273548.9737455454
2002,250344.88500741732
2003,287496.70064577117
2004,264866.83286884153
2005,246163.2054859893
2006,218634.82543831447
2007,256986.02850200978
2008,213745.49510328652
2009,177716.41421984762
2010,194224.92232444297
2011,136134.88260727466
2012,181924.2068178125
2013,177837.8724081321
2014,188387.84601075595
2015,201184.678929845
2016,188549.09720452307
2017,211291.25868441848
2018,118087.37975574807
2019,133294.1602563664
2020,110679.29488950706
2021,122571.63662414663
2022,185647.80792525114
2023,143026.17322976267
2024,250302.8609696153
2025,391384.63995706255
2026,179136.8627759493
2027,145908.62221784622
2028,167884.39607770374
2029,173622.56566175944
2030,281674.57391789794
2031,264068.7776398243
2032,278698.0509733156
2033,285875.92105719354
2034,169735.8524658455
2035,201343.61393818434
2036,206733.9900614053
2037,217260.5350150084
2038,262653.91083730664
2039,205332.3153243175
2040,334829.40605529613
2041,282825.8587062441
2042,192273.39002420494
2043,167899.49494552653
2044,182570.39064910484
2045,209325.70429171578
2046,132778.3865910685
2047,146799.61245852537
2048,124148.87282820216
2049,138741.28405203315
2050,188683.47776027131
2051,100551.73140437772
2052,125422.63144486968
2053,141008.8625079065
2054,91241.04067895192
2055,156336.45914933208
2056,129071.43435637734
2057,127271.47884772562
2058,225306.40552723178
2059,153586.2755068463
2060,158179.95223837966
2061,160644.75231244045
2062,132303.91892138813
2063,109002.52474992206
2064,143250.79950523144
2065,121176.25790153872
2066,154730.50546270516
2067,131171.70881287754
2068,133146.77805286075
2069,68923.25310853585
2070,103527.59976610416
2071,93835.41591204176
2072,132120.63516119256
2073,141505.87029086804
2074,183683.61045860415
2075,140112.8020929987
2076,135242.9411350437
2077,147764.42433855362
2078,131433.20328371727
2079,140677.82535195153
2080,114455.70034064233
2081,132555.8704951812
2082,126543.78411633206
2083,127692.08814948448
2084,105230.61542426058
2085,122626.08672330502
2086,123308.08602130017
2087,114950.4062195657
2088,90876.26009958971
2089,92020.02463416061
2090,130063.95000811608
2091,105826.74503078486
